Survived,Pclass,Age,SibSp,Parch,Sex_male,Embarked_Q,Embarked_S,Fare
1,3,-0.10463740114712752,1,0,False,False,True,-0.391936814273171
0,3,-0.9499856776813305,0,0,True,False,True,-0.7031207664992314
1,2,-0.41203677443229225,2,3,False,False,True,-0.315939264627622
0,2,0.12591212881674602,0,0,True,False,True,-0.5744888624391277
0,3,-0.719436147717457,0,0,True,False,True,-0.6109077341303716
0,3,-0.33518693111100106,1,0,True,False,True,-0.6770267372552597
1,2,-0.10463740114712752,0,0,False,False,True,-0.48885332594949793
1,3,-0.10463740114712752,0,0,True,False,True,-0.663741795402247
1,2,-1.2573850509664952,0,1,False,False,True,-0.29543908496653126
1,1,0.35646165878061953,0,0,True,False,True,-0.12086419989849868
0,2,0.5101613454232019,1,2,True,False,True,-0.0939635794001188
0,3,-0.10463740114712752,1,0,True,False,True,-0.2828914257999718
0,1,0.04906228549545483,0,0,True,False,False,-0.0939635794001188
0,3,-0.10463740114712752,0,0,True,False,True,-0.6661886915187014
1,3,-0.027787557825836348,0,0,True,False,False,-0.6722514067526496
0,3,-0.10463740114712752,0,0,True,True,False,-0.678017863723328
0,3,0.35646165878061953,0,0,True,False,True,-0.6661886915187014
0,3,-0.10463740114712752,0,0,True,False,True,-0.6661886915187014
0,3,0.6638610320657843,0,0,True,False,True,-0.7061759047319852
0,2,-0.10463740114712752,0,0,True,False,True,-1.0453227007869348
0,3,-0.10463740114712752,0,0,True,True,False,-0.6790099734977335
0,3,-0.10463740114712752,0,0,True,False,True,-0.6980495202875059
0,3,0.6638610320657843,0,0,True,False,True,-0.6424634308988143
1,2,0.27961181545932834,1,2,False,False,True,-0.0939635794001188
1,2,-0.48888661775358344,0,0,False,False,False,-0.4631950018721606
0,3,-0.5657364610748746,0,0,False,False,True,-0.5984675055563828
0,2,0.35646165878061953,1,0,True,False,True,-0.25565799127691086
0,3,-0.027787557825836348,1,0,True,False,True,-0.7063472687697021
0,3,-0.5657364610748746,0,0,True,False,True,-0.6871505923795431
0,2,-0.10463740114712752,0,0,True,False,True,-1.0453227007869348
0,3,-0.10463740114712752,3,1,False,False,True,-0.14578631016220434
0,3,0.04906228549545483,0,0,True,False,True,-0.6661886915187014
0,3,-0.10463740114712752,1,0,True,False,True,-0.2828914257999718
0,3,-0.6425863043961658,0,0,True,False,True,-0.6980495202875059
0,3,-0.6425863043961658,0,0,True,False,True,-0.6661886915187014
0,3,-0.10463740114712752,0,0,True,False,False,-0.44209014996387275
0,3,-0.10463740114712752,0,0,True,False,True,-0.42218594085803635
0,3,-0.41203677443229225,0,0,True,False,True,-0.6762028680223068
0,3,-0.9499856776813305,0,0,True,False,True,-0.6424634308988143
0,3,-0.6425863043961658,0,0,False,True,False,-0.678017863723328
0,3,-0.10463740114712752,0,0,False,True,False,-0.6828208769380306
0,3,0.5870111887444931,0,0,False,False,True,-0.6076675997568047
1,2,0.27961181545932834,0,2,False,False,True,-0.13343972446932736
1,1,-0.10463740114712752,0,0,True,False,True,-0.12086419989849868
0,3,-0.10463740114712752,0,0,True,False,True,-0.21677366302460005
1,3,-0.027787557825836348,0,0,True,True,False,-0.678017863723328
0,3,-0.10463740114712752,0,0,True,False,True,-0.6661886915187014
1,1,0.5101613454232019,0,0,True,False,True,-0.12684643156084846
0,3,-0.41203677443229225,0,0,True,False,True,-0.68815180888201
1,2,0.35646165878061953,0,0,False,False,True,-0.5744888624391277
0,3,-0.10463740114712752,0,0,True,True,False,-0.1769388193328974
1,2,0.5101613454232019,1,0,False,False,True,-0.13343972446932736
0,3,0.20276197213803718,0,0,True,False,True,-0.6722514067526496
0,3,-0.5657364610748746,0,0,True,False,True,-0.6722514067526496
0,3,-0.10463740114712752,0,0,True,False,False,-0.6990617142133403
0,3,-0.10463740114712752,0,0,True,False,False,-0.698891594014948
0,3,0.8559856403690123,0,0,True,True,False,-0.678017863723328
0,3,0.7407108753870755,0,0,True,False,True,-0.6711005192381383
0,2,-0.48888661775358344,2,1,True,False,True,-0.539349850398837
0,3,-0.10463740114712752,0,0,True,False,False,-0.698891594014948
0,3,-0.9499856776813305,1,1,True,False,False,-0.698891594014948
1,3,-0.10463740114712752,0,2,False,False,False,-0.22095130231790025
0,3,0.04906228549545483,0,0,False,False,True,-0.6424634308988143
0,3,-0.10463740114712752,0,0,True,False,True,-0.4407845963052069
1,2,0.20276197213803718,1,0,True,False,True,-0.13343972446932736
1,2,-0.7962859910387481,1,0,False,False,True,-0.13343972446932736
1,2,-0.10463740114712752,0,0,True,False,False,-0.4609321833739563
0,3,0.27961181545932834,1,1,True,False,True,-0.2680849552050707
0,2,-0.1814872444684187,0,0,True,False,True,-0.13343972446932736
0,3,-0.10463740114712752,0,0,True,True,False,-0.6748813425741381
1,3,-0.5657364610748746,0,0,True,False,False,-0.6990617142133403
1,3,-0.5657364610748746,0,0,False,False,True,-0.6770267372552597
1,3,0.5101613454232019,1,0,False,False,True,-0.35393312970954005
0,3,-0.10463740114712752,0,0,True,True,False,-0.678017863723328
0,3,0.8175607187083667,0,0,True,False,True,-0.6722514067526496
0,2,-0.10463740114712752,0,0,True,False,True,-0.47257232796136645
0,3,-0.10463740114712752,0,0,True,False,True,-0.6661886915187014
0,3,-0.10463740114712752,0,0,False,False,True,-0.6661886915187014
0,3,-0.41203677443229225,2,0,True,False,True,-0.1769388193328974
0,3,-0.7962859910387481,0,0,True,False,True,-0.6722514067526496
0,3,-0.027787557825836348,0,4,False,False,True,-0.25370987933209643
0,3,-0.10463740114712752,0,0,True,False,False,-0.698891594014948
1,3,0.20276197213803718,0,0,True,False,True,-0.6738933183922385
1,1,0.5101613454232019,0,0,True,False,True,-0.12456326437382868
1,3,-0.10463740114712752,0,0,False,True,False,-0.678017863723328
0,3,-1.0268355210026217,0,0,True,False,True,-0.6661886915187014
0,3,-0.7962859910387481,0,0,True,False,True,-0.4407845963052069
1,2,0.35646165878061953,0,0,False,False,True,-0.48885332594949793
0,3,-0.10463740114712752,1,0,False,False,False,-0.44209014996387275
1,3,0.20276197213803718,0,0,True,False,True,-0.6711005192381383
1,2,-0.33518693111100106,1,1,False,False,True,-0.04539602063550013
0,3,-0.10463740114712752,0,0,True,False,False,-0.6405512986170891
0,3,-0.5657364610748746,0,0,True,False,True,-0.6661886915187014
0,3,-0.10463740114712752,0,0,True,False,True,-0.6661886915187014
0,3,0.4333115021019107,0,0,True,False,True,-0.7031207664992314
0,3,-0.10463740114712752,0,2,False,True,False,-0.678017863723328
0,2,0.5870111887444931,1,0,True,False,True,-0.13343972446932736
0,3,0.5101613454232019,1,1,True,False,True,-0.1769388193328974
0,3,-0.10463740114712752,0,0,True,False,False,-0.6990617142133403
1,2,-0.41203677443229225,2,1,False,False,True,-0.11069147724043263
0,3,-0.10463740114712752,0,0,True,False,True,-0.6722514067526496
1,1,0.4333115021019107,0,0,True,False,False,-0.12086419989849868
0,3,0.5101613454232019,1,0,True,False,True,-0.40846049147434216
0,3,0.04906228549545483,0,0,True,False,True,-0.6722514067526496
1,1,-0.1814872444684187,0,0,True,False,True,-0.034916232857594265
0,3,0.7407108753870755,1,5,False,False,True,-0.018886545041789236
0,3,-0.10463740114712752,0,0,True,False,True,-0.7061759047319852
1,3,-0.10463740114712752,1,0,False,True,False,-0.40997627134177794
0,3,-0.10463740114712752,0,0,True,True,False,-0.678017863723328
0,3,0.4333115021019107,0,0,True,False,True,-0.6661886915187014
0,3,0.35646165878061953,1,1,True,False,True,-0.4439182824560415
0,3,-0.2583370877897099,1,0,False,False,True,-0.391936814273171
0,2,-0.2583370877897099,0,0,True,False,True,-0.5744888624391277
0,3,-0.1814872444684187,1,0,True,False,False,-0.4422186058323405
1,3,-0.719436147717457,1,1,True,False,False,-0.4026701899141715
0,3,-0.6425863043961658,0,0,True,False,True,-0.6738933183922385
0,3,-0.6425863043961658,0,0,True,False,True,-0.391936814273171
0,3,-0.2583370877897099,0,0,True,False,True,-0.6722514067526496
0,3,-0.10463740114712752,0,0,True,True,False,-0.6786804838954653
1,1,0.20276197213803718,0,0,True,False,False,-0.034916232857594265
0,1,-0.10463740114712752,0,0,True,False,True,-1.0453227007869348
1,2,-0.10463740114712752,0,0,False,False,True,-0.48885332594949793
0,3,0.20276197213803718,0,0,True,False,True,-0.6711005192381383
0,2,0.12591212881674602,1,1,True,False,True,-0.1277039649868058
0,3,-0.10463740114712752,1,0,True,False,True,-0.391936814273171
0,3,-0.719436147717457,0,0,True,False,True,-0.6738933183922385
0,3,-0.7962859910387481,0,0,True,False,True,-0.6722514067526496
0,3,-0.10463740114712752,0,0,True,False,True,-0.6859824392876459
1,3,-0.48888661775358344,0,0,False,False,True,-0.6859824392876459
0,3,-0.10463740114712752,0,0,True,False,True,-0.6722514067526496
1,2,-0.8731358343600393,0,1,False,False,True,-0.20496460452249643
0,3,-0.6425863043961658,0,0,True,False,True,-0.6512757453847662
1,3,-0.10463740114712752,0,0,False,True,False,-0.6748813425741381
0,3,-0.8731358343600393,0,0,False,True,False,-0.7184906607291145
0,3,-0.10463740114712752,0,0,True,False,True,-0.6722514067526496
0,3,0.20276197213803718,1,1,False,True,False,-0.40997627134177794
0,2,-0.48888661775358344,0,0,True,False,True,-0.48885332594949793
0,3,0.8175607187083667,0,0,True,False,False,-0.6990617142133403
0,3,0.5101613454232019,0,0,True,False,True,-0.68815180888201
1,3,-0.719436147717457,1,0,True,False,True,-0.6711005192381383
0,2,-0.33518693111100106,0,0,True,False,True,-0.48885332594949793
0,3,-0.10463740114712752,0,0,True,False,True,-0.6770267372552597
1,2,0.12591212881674602,0,0,True,False,True,-0.48885332594949793
0,2,-0.10463740114712752,0,0,True,False,True,-1.0453227007869348
0,3,-0.8731358343600393,0,0,True,False,True,-0.6770267372552597
0,3,-0.37361185277164666,0,0,True,False,True,-0.6661886915187014
1,3,-0.8731358343600393,0,0,False,False,True,-0.5983136646231109
0,3,-0.10463740114712752,0,0,False,True,False,-0.6627647109422249
0,3,-0.719436147717457,0,0,True,False,True,-0.6211599033703298
0,3,-0.7962859910387481,0,0,True,False,True,-0.5863321220455773
0,3,-0.8731358343600393,0,0,True,False,True,-0.6762028680223068
0,3,-0.33518693111100106,0,0,True,False,False,-0.6990617142133403
1,3,-0.10463740114712752,0,0,False,True,False,-0.6786804838954653
1,1,0.4333115021019107,0,0,True,False,True,-0.12684643156084846
0,3,-0.8731358343600393,0,1,False,False,False,-0.4422186058323405
0,3,-0.33518693111100106,0,0,True,True,False,-0.6783471350355207
0,3,-0.2583370877897099,1,0,True,False,True,-0.6738933183922385
0,2,0.7407108753870755,0,0,True,False,True,-0.13343972446932736
1,3,-0.10463740114712752,1,1,True,False,False,-0.41771823139277753
0,1,-0.10463740114712752,0,0,True,False,True,-0.12086419989849868
0,3,-0.027787557825836348,0,0,True,False,True,-0.6115273317673527
0,3,-0.7962859910387481,0,0,True,False,True,-0.6819922222184549
1,2,-0.1814872444684187,0,0,False,False,True,-0.5744888624391277
0,3,-0.10463740114712752,0,0,True,True,False,-0.40997627134177794
0,3,0.27961181545932834,0,0,True,False,True,-0.6770267372552597
0,3,-0.9499856776813305,1,0,True,False,True,-0.7060045700548706
0,2,0.35646165878061953,0,0,True,False,True,-0.48885332594949793
0,3,-0.719436147717457,0,0,True,False,True,-0.6424634308988143
1,2,0.04906228549545483,3,0,False,False,True,-0.25565799127691086
1,3,-0.10463740114712752,0,0,False,True,False,-0.6785137955753102
0,2,-0.33518693111100106,1,0,True,False,True,-0.13343972446932736
0,3,-0.33518693111100106,1,0,False,False,True,-0.6711005192381383
0,2,-0.10463740114712752,0,0,True,False,True,-1.0453227007869348
0,2,-0.48888661775358344,0,0,True,False,True,-0.48885332594949793
0,2,-0.48888661775358344,0,0,True,False,True,-0.48885332594949793
0,3,-0.06621247948648194,0,0,True,False,True,-0.391936814273171
0,3,-0.10463740114712752,0,0,True,False,True,-0.6722514067526496
0,3,-0.10463740114712752,0,0,True,False,True,-0.6722514067526496
1,1,-0.10463740114712752,0,0,True,False,True,-0.04539602063550013
0,3,-0.41203677443229225,1,0,True,False,True,-0.391936814273171
1,3,0.12591212881674602,0,0,True,False,True,-0.6711005192381383
0,3,-1.0268355210026217,1,1,True,False,True,-0.2753507342372978
1,2,0.04906228549545483,0,0,False,False,True,-0.48885332594949793
0,3,0.12591212881674602,0,0,True,True,False,-0.678017863723328
0,3,0.27961181545932834,0,0,True,False,True,-0.6109077341303716
0,3,-0.48888661775358344,0,0,True,False,True,-0.6722514067526496
0,3,-0.10463740114712752,0,0,True,False,True,-0.6762028680223068
0,2,-0.8731358343600393,0,0,True,False,True,-0.539349850398837
0,3,0.35646165878061953,0,0,True,False,True,-0.6661886915187014
0,3,-0.10463740114712752,0,0,True,False,True,-0.4407845963052069
1,3,-0.719436147717457,0,0,True,False,False,-0.698891594014948
0,3,-1.0268355210026217,0,0,True,False,True,-0.6770267372552597
0,3,0.08748720715610042,0,0,False,True,False,-0.678017863723328
0,3,-0.10463740114712752,1,0,True,True,False,-0.1769388193328974
0,3,0.20276197213803718,0,0,True,False,True,-0.6540136480166261
0,3,-0.41203677443229225,0,0,True,False,True,-0.6109077341303716
0,3,-0.10463740114712752,0,0,True,False,False,-0.6990617142133403
0,3,-0.8731358343600393,0,0,True,False,True,-0.678017863723328
0,3,-0.10463740114712752,0,0,True,True,False,-0.678017863723328
0,3,-0.10463740114712752,0,0,True,True,False,-0.6785137955753102
1,3,-1.2573850509664952,0,0,False,False,False,-0.698891594014948
0,1,-0.027787557825836348,0,0,True,False,True,-0.04539602063550013
0,3,-0.10463740114712752,1,2,True,False,True,-0.19390426493468477
0,3,-0.33518693111100106,0,0,True,False,True,-0.7061759047319852
0,3,-0.33518693111100106,0,0,True,False,True,-0.6980495202875059
1,3,-0.8731358343600393,0,0,False,False,True,-0.68815180888201
0,3,-0.10463740114712752,0,0,True,True,False,-0.678017863723328
0,2,-1.0268355210026217,0,0,True,False,True,-0.13343972446932736
0,1,-0.10463740114712752,0,0,True,False,False,-0.03084208757496702
0,3,-0.33518693111100106,0,0,True,False,True,-0.6722514067526496
0,2,0.7407108753870755,0,0,True,False,True,-0.48885332594949793
1,3,0.12591212881674602,0,0,False,False,True,-0.6416675396901379
0,3,0.04906228549545483,0,0,True,False,False,-0.698891594014948
0,3,0.04906228549545483,1,1,False,False,True,-0.1769388193328974
0,2,0.35646165878061953,0,0,True,False,True,-0.48885332594949793
1,2,0.12591212881674602,1,1,False,False,True,-0.1277039649868058
1,3,-0.1814872444684187,0,0,True,False,True,-0.7092404054453373
0,3,0.12591212881674602,0,0,True,False,True,-0.6770267372552597
0,1,0.7407108753870755,0,0,True,False,True,-1.0453227007869348
0,3,-0.8731358343600393,0,0,False,False,True,-0.6770267372552597
0,2,0.7407108753870755,0,0,True,False,True,-0.48885332594949793
0,3,-0.2583370877897099,0,0,True,False,True,-0.6725787844900101
0,3,0.7407108753870755,0,0,True,False,True,-0.1769388193328974
0,2,0.4333115021019107,0,0,True,False,True,-0.5744888624391277
0,3,0.08748720715610042,0,0,True,False,True,-0.6661886915187014
0,1,-0.10463740114712752,0,0,True,False,True,-1.0453227007869348
0,3,-0.48888661775358344,0,0,False,False,True,-0.6711005192381383
1,3,-0.1814872444684187,0,0,True,False,True,-0.6424634308988143
0,1,0.6638610320657843,0,0,True,False,True,-1.0453227007869348
1,3,-0.1814872444684187,0,1,False,False,True,-0.506238545325596
0,3,-0.10463740114712752,0,0,True,True,False,-0.7102639961675836
1,3,-0.10463740114712752,0,0,True,True,False,-0.678017863723328
1,3,-1.1036853643239128,1,0,False,False,False,-0.4422186058323405
0,3,-0.10463740114712752,0,0,True,False,False,-0.698891594014948
0,3,-0.48888661775358344,0,0,True,False,True,-0.6738933183922385
0,3,-0.8731358343600393,0,0,True,False,True,-0.6564368270518784
0,3,-0.6425863043961658,0,0,True,False,True,-0.6424634308988143
0,3,-0.10463740114712752,0,0,True,False,True,-0.6661886915187014
1,1,-0.10463740114712752,0,0,True,False,False,-0.05173701818407856
0,3,-0.719436147717457,0,0,True,False,True,-0.6711005192381383
0,2,-1.0268355210026217,0,0,True,False,True,-0.5744888624391277
1,1,0.04906228549545483,0,0,False,False,False,-0.024545132989734583
0,3,0.3948865804412651,0,0,True,False,False,-0.7314818642858602
0,3,-0.9499856776813305,0,0,True,False,True,-0.6424634308988143
0,3,0.4333115021019107,0,0,True,False,False,-0.6722514067526496
1,3,-0.8731358343600393,0,1,False,False,True,-0.6164867926605972
1,3,-0.41203677443229225,0,3,False,False,False,-0.3019998271198008
0,3,-0.10463740114712752,0,0,True,False,False,-0.698891594014948
0,2,-0.6425863043961658,1,0,True,False,True,-0.539349850398837
0,2,-0.41203677443229225,0,0,True,False,True,-0.48885332594949793
1,2,-0.1814872444684187,1,0,False,False,False,-0.46106627559934776
0,3,-0.10463740114712752,0,0,True,False,True,-0.6109077341303716
0,3,-0.2583370877897099,0,0,True,False,True,-0.6722514067526496
0,1,0.27961181545932834,0,0,True,False,True,-0.7935162135448017
1,2,-0.10463740114712752,1,0,False,False,False,-0.18055011998810988
1,3,-1.1036853643239128,0,0,False,False,False,-0.6990617142133403
0,3,-0.719436147717457,0,0,True,False,True,-0.598163509394237
0,3,-0.7962859910387481,0,0,True,False,True,-0.6722514067526496
0,3,-0.10463740114712752,0,0,True,False,True,-0.6722514067526496
1,2,-0.33518693111100106,0,1,False,False,True,-0.13343972446932736
0,3,0.27961181545932834,0,0,True,False,True,-0.6722514067526496
0,3,-0.5657364610748746,0,0,False,False,True,-0.5738917872276809
0,2,-0.10463740114712752,0,0,True,False,True,-0.5744888624391277
0,3,-0.33518693111100106,0,0,True,False,True,-0.7061759047319852
0,3,0.7407108753870755,0,5,False,True,False,-0.06400414578651185
0,2,-0.1814872444684187,0,0,True,False,True,-0.48885332594949793
1,1,-0.7962859910387481,0,0,False,False,True,-0.04539602063550013
0,3,-0.10463740114712752,1,2,False,False,True,-0.19390426493468477
1,1,-0.2583370877897099,0,0,True,False,False,-0.04539602063550013
0,3,0.20276197213803718,0,0,True,True,False,-0.678017863723328
